	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
27	-1.2518075	-0.31213784	-2.8195517	-0.52269524	-0.17054623	-1.137193	-1.732525	0.9418376	-1.9410019	2.0431144	2.814876	0.1982697	-1.9644395	1.4336067	0.5998723	0.18799566
28	0.47743082	2.153331	-2.300288	1.2717533	-1.1429313	2.3888679	-0.8254171	-2.1563122	0.16570762	-2.2060485	0.61298436	-3.4873583	-0.67182475	2.9216075	-2.054455	-0.1703256
29	-1.3307029	-1.4515386	2.5140862	-1.9057891	2.2491946	-0.13224031	2.231418	1.7689536	0.91756207	-2.3640056	2.0702624	-1.7822306	0.28953773	-1.218614	-1.190398	4.043298
30	-1.4896033	1.530295	-3.1082518	1.8485246	-0.20071839	0.06776957	-0.45290715	-0.7593538	2.0696135	-2.016957	1.0614069	-1.9617053	1.5033582	-1.8662802	3.3513875	-1.8054173
31	0.33131334	2.0244722	1.579112	0.043646086	2.062802	0.7761659	2.1620922	-0.7567073	1.7419486	0.65544426	-0.8619227	0.96864784	-0.84068596	2.2769995	1.0819669	1.0222752
32	0.24140327	0.2155691	0.8769773	-1.1703682	-2.5861392	1.1528997	0.5945718	-1.4265555	3.4130244	0.79336566	0.940156	-0.4712176	-4.273757	-0.22428192	-1.3148609	0.5062972
33	0.52422345	2.8951683	1.2817588	0.8472983	-0.4980684	0.6669971	-1.1225308	-1.9817936	-2.9294636	-1.8431833	0.08273107	0.5365243	2.7218525	-0.4585367	-0.16427271	-0.5335882
34	0.5669987	0.853377	0.11234182	1.9987832	0.9867163	2.658885	2.227347	-0.2940281	0.5773774	1.938916	1.6677374	-0.13727252	-3.2460136	4.320956	0.92445743	-1.2936136
35	0.35013908	1.375487	1.9515482	-0.33227047	-0.97026944	0.5670654	-0.6642629	0.6259389	-2.5558465	-0.23762512	0.6813522	-2.5065377	2.0906906	-3.6380463	0.05329229	-2.9626935
36	0.11538912	2.0049107	0.52301633	0.9548804	0.5890291	-0.61145186	1.9737194	1.8033313	1.0835055	2.7884204	2.5970364	-0.99318326	0.98498607	1.9714648	-2.384587	-1.6232307
37	-0.17894427	-0.044209007	0.84303206	-0.7456477	-3.6123154	-2.3921394	2.1233222	0.40535283	2.180701	-0.18868749	-3.2825224	-1.2141302	0.6337549	0.21824577	-2.0902934	-4.185942
38	-1.732992	-0.11840069	-0.36659542	0.12461219	0.13178256	-1.9454138	-0.11432602	0.6592411	1.5902594	1.0672425	1.5133642	-0.19580494	0.30668893	-0.60978884	-0.42292726	2.558997
39	-0.05922658	-0.8559088	-1.6631634	1.2112526	0.9791611	0.52830946	-3.0993404	-1.0023783	-2.431465	-1.9247301	-0.0111201955	1.657151	2.6919703	-1.1171482	-0.14989583	0.44795972
40	-0.14398992	-0.57741076	0.6804327	4.4902472	-0.51368046	-1.0231377	-0.32330862	0.5369911	-0.51331323	0.20362952	2.4462395	-0.42275015	1.2905669	2.46528	1.2829703	-2.2358878
41	-0.13798338	-0.35596105	1.0705026	0.1675429	-1.6519027	-0.22023821	0.8066537	-1.8942597	3.6308548	-0.33207628	-0.16200733	-2.561149	0.31243262	-0.3571761	-4.328956	1.7163436
42	-0.019273032	3.5786436	1.2015711	1.0601922	0.38417026	3.095079	0.38431463	1.6486379	-0.39595369	-0.8453644	-0.48220545	2.373086	-0.20510964	0.50072163	-0.39835572	-0.89204746
43	-1.2951878	1.3214993	-1.0718265	0.0935363	1.7757106	-1.8082706	0.96512663	-1.5441222	-0.8080701	1.7795534	1.2922115	-1.6989176	-3.0076044	-0.46976316	1.0928353	1.2034129
44	-1.8041239	-2.2928092	0.15679045	-0.14705825	-1.4788098	-0.30212718	2.7617602	1.1449435	0.99911016	-0.23913452	-1.7630367	0.30557114	-2.170796	-0.34546402	-2.8519995	2.7163382
45	0.12295531	0.41778108	2.4867635	2.351754	2.4606419	-1.8598903	-1.6368195	-0.62703127	-0.2862815	-0.7355784	1.7617514	2.815692	-1.4433697	-0.12756051	-0.18309833	-1.681997
46	0.21289575	-3.433992	2.3779404	-1.8519268	-1.4498202	0.69938284	0.18747658	-0.6299027	-2.7168627	0.18675493	1.0572761	0.334346	0.20313132	-0.43219948	2.8442044	3.2666688
47	1.4804254	4.190724	2.681024	3.713808	-0.50593764	0.45562533	-2.6001048	-0.10306164	-1.2985451	1.4410731	-2.1264265	-2.7523277	1.1090798	-0.926115	1.9619367	-1.3068701
48	0.9655129	-1.1231042	-0.45663792	0.33550593	0.24117468	-0.20897363	-1.6834109	-2.9723203	1.3635358	-0.20188923	-1.489441	-2.1018136	-0.8389237	-2.165101	-0.44291568	-3.2676716
49	-1.2567972	-1.1206312	-0.784405	0.56182534	0.90693235	1.9267948	2.0450275	1.79372	2.580617	-0.2871542	-0.5582774	2.0285032	-2.3723137	-1.6894628	0.94716483	3.1117623
50	0.27217022	-1.1839274	-1.6565777	-1.0259757	0.259373	2.2653255	1.1985831	0.2289249	-1.162187	0.9011893	2.5010762	1.9263908	-1.4138734	1.7846786	3.5792985	-1.8492558
51	-0.4318996	1.4543648	1.0682633	-0.31196296	-0.061592396	-0.059826236	2.1000984	1.8682173	1.9364302	-0.008388837	1.1862743	-0.09543113	1.3133638	-0.035868928	-2.409736	1.7976567
52	-0.3658111	0.5765752	-0.3826391	-2.267208	1.1183729	0.9672381	2.8600686	2.8236144	1.1718866	-1.0186818	0.24049966	-0.8828989	-1.6553819	0.5807044	2.9774153	1.4486214
53	-0.72060895	-0.81071126	0.18383506	-1.0068212	-2.4120665	0.298408	0.08416915	-0.38131252	0.9311073	0.56917167	-0.5125502	0.83127016	-1.350336	-0.46166784	0.032704856	2.4267693
54	0.6209403	0.8836151	1.9336948	-1.6127869	-3.0019166	2.798575	-0.7334026	-2.134434	3.5785334	1.3260605	-2.3360453	2.1267242	-0.57284254	-0.81000894	-0.6267144	1.1200498
55	-0.02010051	1.8744384	1.4654855	-3.0454059	0.17534062	1.2203227	-1.2486252	-1.1659908	-0.092126764	-0.6027772	0.68872046	1.0666636	-4.8660526	0.08930052	-2.5447364	-0.2642104
56	1.0823377	2.138396	-0.052355774	4.6695695	0.008437004	2.5952523	-2.8015146	-0.08641814	-2.3004868	-1.781482	-0.29084584	-1.6581753	-2.1199834	0.77764994	-0.14672995	0.24854432
57	0.32667002	2.6798432	-3.3809376	1.2136414	0.44389006	2.3158598	1.0406762	0.885965	0.33810636	-0.39494208	0.9780365	0.40713456	-0.9828534	-0.9751907	1.0752585	0.8183577
58	0.12673211	4.722456	-1.032879	0.9939871	-1.0350691	1.258979	-3.403783	-0.5305156	-0.962881	-2.4979143	-1.0556725	-0.1118723	-0.7616894	-1.3930645	-0.97407246	-1.3030885
59	1.2116209	4.5788736	3.1315205	1.2153233	-0.89000434	0.16237934	-1.881842	-1.7803274	1.2313845	-2.4149966	0.57759464	-2.5095527	0.062678285	-0.11171861	-1.3160428	-1.7780633
60	1.2947999	2.8006992	0.43078092	1.924581	1.4190855	3.636942	1.0329479	2.0137353	-3.3518877	-0.783814	0.044473585	-1.0732058	-1.3818766	-1.1664745	2.8029773	1.7103001
61	1.6600415	1.5121912	0.3731443	2.184658	1.8242401	3.4907205	-1.0135932	-0.14348094	-0.5348526	-0.41475433	-1.30692	-0.29687142	-0.84004056	-0.48422614	2.1447752	-4.2779865
62	0.23678564	-1.2166886	-0.85083944	-0.12668896	-0.48946956	0.9642731	-2.996605	0.43535686	2.6006572	-0.5247509	0.3174395	0.07734121	-1.6380805	0.6253421	-2.246819	2.3166358
63	1.2828687	-2.1412513	-2.385514	3.722032	-0.5984619	0.70534325	-1.0890605	-1.9592428	-1.1821944	-2.4580538	0.8626156	0.9636302	1.428359	0.2979714	3.4158394	-0.21822901
64	0.02274063	-2.9449573	-0.23876396	-3.0880327	2.6037514	-0.8974159	1.0380859	1.4425898	0.74975777	0.34508038	2.6126716	0.9077419	-3.5241137	2.7029607	2.619364	0.5526257
65	-0.9994203	1.3176731	-1.0561599	-2.9019797	1.2163445	-0.31704038	1.1265883	-0.579688	-0.18078697	-1.1537075	-2.3655522	-3.1710684	3.3162515	-1.7021813	2.5836108	-1.956593
66	0.06542164	1.1678383	2.7223005	1.453432	-2.075228	1.2161487	-1.6263354	-1.5463921	2.2930474	-0.4875165	1.0689876	-2.137528	-4.4427133	3.846426	-3.1581225	1.4910976
67	0.9620295	2.135897	-3.8141453	-0.15520267	-3.7571144	-1.4268488	1.3355393	1.4675913	-2.4459672	1.8086795	-2.3495216	0.6954002	-1.1455903	1.1840189	-0.6686694	0.048476588
68	0.35276902	-2.467042	2.7367184	-2.3318055	-0.36871174	1.2879266	2.3269038	0.9234192	-1.851155	-0.5774724	-1.6241221	-3.3547845	1.3069129	0.3952275	1.6968658	2.12877
69	-0.8538998	-3.0646415	2.4371574	-2.5822	-0.55525655	-0.9466286	0.8937615	-0.78565794	-0.16356091	-2.6231673	2.0358045	-0.8792223	-2.6100273	-0.28579202	-0.6008665	4.9199023
70	-2.8710923	-3.107215	1.8225995	-3.1388404	-2.5414183	-0.33120152	2.2147276	0.2902604	2.0698402	0.38445348	-2.393126	1.2516009	-0.91121507	0.6567138	1.941774	0.04816497
71	-0.47896832	-0.55062234	-2.9860003	-1.7621241	-1.8652353	0.033692487	-0.99760276	-1.1819806	0.22683464	-0.30025217	-2.6360445	-1.312694	-2.8505526	-0.13028601	-1.8416429	2.893887
72	1.0081683	-1.7399513	-0.0522468	1.9101459	-0.87837064	0.98796326	-2.8118725	-1.6481851	1.8785259	0.77230686	-2.2039418	-1.5114595	1.6193849	-1.948028	1.3053879	0.7643316
73	1.297913	-2.4875045	-0.5940035	-3.201346	2.0087452	1.8282127	3.2991304	1.07182	-1.0653653	-2.0778892	1.3545969	0.037018836	1.2433623	-3.0115411	3.139203	2.704021
74	-0.47686237	1.7699811	0.77316815	-0.38504326	-0.5449293	-2.8063533	1.9030372	1.233767	-1.1058737	0.5301272	-0.30349416	-0.07918548	3.3674886	0.36778244	-0.6533096	-0.52338
75	-1.8143989	-2.2517786	-0.83606285	-0.060913403	-0.946271	-2.5393772	0.6103842	3.0832253	-0.24938615	2.0602348	-1.3741994	-3.0101507	0.55774915	0.11811205	2.8225	-1.6473837
76	1.2988914	-1.714255	1.3165097	2.3308961	4.2116547	-1.1926055	0.6042322	-1.0091631	0.70385814	-2.662	1.9653088	-1.6135323	-1.7476305	-0.9231956	-1.3995008	-1.6775616
77	-0.975021	-1.3068241	-1.4529964	4.468435	-0.73905414	-0.7935197	-0.17828071	-0.6949875	2.13696	1.6481447	0.6480904	2.514869	0.42967793	-0.021352557	-0.45203584	-2.4035096
78	0.01411229	1.7683403	-0.78524214	3.0741074	-0.15634061	-1.4362402	-0.9539306	1.2088075	-0.2595429	0.17055106	3.5665607	-1.9946738	-1.1975112	-0.41908863	2.2967603	-1.3609159
79	-0.4520814	-0.5760408	0.4066912	0.20067075	-0.120779194	4.5252743	-0.24178508	2.3322375	0.062448177	-0.39984363	-2.3460941	0.6251095	-0.9285028	-2.1402462	1.536447	-1.7221259
80	-2.100774	0.18431972	0.18980971	-1.3863528	-1.7790159	-1.0765575	1.8830386	0.9783228	-0.13855031	0.95184815	-0.64171094	1.6395295	-1.6556888	1.2175698	3.0837748	-1.791294
81	1.4228233	-0.38291314	1.5203403	1.1128945	1.3637692	-0.1182074	-0.41962224	-1.5633097	1.02867	-1.4512863	1.8446512	1.1724358	-1.1107814	-2.8828735	-0.16648635	-1.0308335
82	-2.5279992	1.603079	1.5136946	-3.549364	-0.5291847	0.6208974	-3.2242904	-1.1744858	-0.22138213	-3.449784	-1.1583358	-1.8644651	2.0294983	0.1699476	-0.80821633	0.82498467
83	0.24797635	0.5850848	2.5558121	2.9104676	-0.691684	-0.6803986	-0.59426653	-0.19878802	0.03335579	-1.7616887	0.7784054	1.7740653	2.2852056	2.3448024	2.37629	0.53480965
84	1.6842656	-2.8364108	2.051202	-3.6628256	3.5004613	1.2703533	2.3483415	-1.5534828	-2.9751463	-1.499457	-1.1951213	1.170473	-0.6615316	-0.29417253	1.6306381	2.141075
85	-1.9199399	-0.13163821	-3.4270825	-0.62705284	-0.23433386	0.3705494	1.247827	-1.8807672	1.7738814	-2.0221977	-0.3986772	-3.09383	-1.0862303	-2.48852	-1.6317016	-1.8184443
86	-0.35448542	0.8789659	3.8258054	1.4079611	-1.3135645	-0.9934984	-0.4336967	0.49144337	-0.35028812	-1.6622727	2.5164146	-0.15407318	1.2974259	1.604316	2.540425	-1.3979849
87	-0.84628177	-1.7091548	1.2704475	-2.4104598	-2.2864835	0.31915724	0.17502275	0.79898006	1.8256302	-1.9346101	-0.65393174	-1.9107882	-2.645164	-1.218776	1.6867607	3.4459257
88	-0.80150974	-0.373961	1.5309228	1.9486209	-3.0726645	2.609383	-0.49201223	-1.9186492	3.2266054	-0.45523846	-1.0218192	0.5734623	-4.4765515	-1.5687144	-3.6342282	2.8793607
89	0.06680619	0.74996936	3.7334962	-2.1136286	0.43780565	-0.15847133	2.1700504	3.819071	2.3290963	-2.4484494	0.44893786	-3.405719	0.36593783	-2.57706	-0.27654746	0.4695804
90	-0.90273714	-0.66729784	1.1143525	1.0510459	-1.1365964	0.8851247	-0.41023916	1.8573943	0.36079484	-0.27008528	-1.4526078	-1.184709	-1.6169827	-0.5544802	2.171679	2.6974
91	0.80464584	-2.691979	-0.41802654	0.7469089	0.81052387	-1.8900886	0.9081864	1.2845858	-3.3591256	-0.3094869	-0.5432217	-1.5181217	4.198337	2.0471466	-1.6333333	-1.482636
92	-2.5726435	-1.3215859	-0.4502021	1.423194	-4.0690246	0.3282495	-1.4255905	0.28580603	-1.8549477	-0.009544121	1.2711028	-0.37437892	-2.850777	0.7844308	0.898021	3.6355577
93	1.5857968	-0.15489446	0.32081532	2.396443	-1.032519	1.4898001	2.135019	0.98406076	-0.8395192	2.2477334	-2.0038798	2.7056456	0.24774006	-1.1656027	0.9498313	2.0418577
94	-2.1751695	0.79633975	-2.4593399	-0.7055626	-2.3138082	2.5478895	-1.045446	-0.55830514	0.16696367	0.15053579	0.16721587	0.3591777	-3.4730034	0.16079971	-0.5970193	-0.07990396
95	-1.4343632	0.46239334	-1.4496613	0.19414139	-1.2499872	-0.055098172	2.1201394	1.8050317	0.46351928	0.012597824	-0.025337456	1.2007827	-0.34599933	-0.4994778	0.80561507	2.9590204
96	0.3068313	2.7333004	1.1742767	0.56163603	-0.45802262	0.76196975	-1.7542417	-2.5413845	-1.2164476	-1.449961	-2.0162444	-2.2690437	2.1432345	-0.42209902	1.0155547	-0.62371284
97	-2.552905	-1.5832001	-2.629671	-1.1221226	-1.2895666	-2.011845	-0.70689875	2.280085	-1.2501501	2.3948548	1.3677711	1.2300228	-0.023147393	-1.1725087	3.4263606	-0.8477438
98	-0.96607476	-0.27029103	-2.7010443	3.8653195	-0.9521073	1.5703453	-1.5199709	-0.56927454	1.1601028	1.4755818	-0.18382789	-1.9598774	-0.23887411	-0.8913922	-0.7959811	-3.225335
99	-2.8900208	0.35174802	0.48945332	4.0151463	-1.2592089	-3.3734703	-0.63883394	1.4892358	-2.976708	-2.5276175	1.9842522	0.28248832	-0.5978317	1.940417	2.933918	0.055173364
100	-1.0116458	-2.4046926	-1.7911589	1.9658968	-0.16418245	0.6824541	1.5172552	0.8549802	-0.17362541	0.7414039	1.566188	-1.0450323	-2.7804363	-1.14878	1.9358306	3.467965
101	1.8115963	-0.7236477	1.5249064	3.3336377	-1.3765079	0.86993337	-1.9840922	0.4236242	-3.3289182	0.3991062	1.1596721	0.18718964	0.9300352	-1.5387539	-1.1478955	2.035267
102	0.54581875	2.614814	-1.8879554	-0.8547856	1.7542613	-1.0855118	0.5349267	0.25845465	0.5567892	0.4624731	0.87367845	2.7037017	0.8580733	-0.27293196	2.4992342	2.7736332
103	0.2482152	0.820705	-0.54294735	0.70109355	1.7131656	0.7444913	0.13786039	-0.85706604	0.90408236	-0.21492465	1.6165531	-1.0702602	-2.5685384	-0.80400956	-1.9296473	2.2777817
104	-1.1181573	1.1165334	2.7010403	-3.1690106	-0.77243996	-0.31775892	-2.2247362	-1.940685	3.5555763	-3.2106247	-2.4443028	-0.8195001	-1.0505899	-1.9517719	-0.83024293	-3.8443043
105	-0.8079636	-2.608175	2.9744933	-2.5385919	-0.44899777	-0.91242063	3.5597389	-0.55559343	-1.213909	-1.653069	0.082062304	-1.2296454	1.1317893	0.11757482	0.84961957	3.5544744
106	2.9615357	-2.4164238	2.3440137	-2.5169933	2.0836134	-0.26740456	-2.634261	1.0762879	2.5796514	-1.5969723	2.782703	-2.5820637	-3.079546	2.1471028	-3.3650467	-1.1665106
107	0.32500517	2.983972	2.2531257	-1.261609	1.1709437	-2.0308516	2.3934097	0.22807579	1.4978689	-0.38366473	0.13090326	-1.2472284	2.0078	1.4063371	-1.0509841	0.47479892
108	-1.4111178	-3.0839572	-1.454522	-1.0347248	0.8150323	-0.9129714	1.7631832	0.43273762	-2.9387362	1.3229569	0.37665394	2.9282222	-3.5757864	0.136292	2.3174179	-2.1212082
109	-0.7739288	-1.5008233	-2.6508152	-2.338345	1.4546878	1.7399907	2.7178621	1.2211357	-0.62513465	1.8398569	1.3290818	0.4458872	-3.9547038	0.7920179	-1.0337251	-1.9901521
110	-2.3304358	1.2620459	-2.9969668	-2.396589	-3.008543	-1.4220409	1.7317959	1.0144769	2.326813	1.0070231	1.5913744	-0.18457086	-2.1613398	-0.41982856	-0.67514855	0.44287
111	-0.5662956	-3.2021239	0.6731754	-0.70933956	0.09760599	2.218686	2.17717	-0.46274012	-1.8270972	-1.1624165	1.1229731	0.013941989	1.4981267	-3.3238976	0.5623687	3.5228255
112	0.5145883	1.4515924	0.78931594	1.8791342	-1.1242743	0.4978488	-1.8004823	-0.7039241	2.2578988	-1.878059	1.2138572	1.6522963	1.4863962	1.7039063	2.9814994	-1.3772264
113	1.11274	1.9717443	2.4724112	-2.3228755	-1.3190979	-2.2671137	1.8700889	2.213912	-2.733174	1.574569	-1.4552122	-0.9890278	1.3331696	1.6264579	-1.4081576	-4.3571343
114	0.46065807	1.9565401	1.6661447	0.42761788	-1.4438119	-2.3111758	-3.9808345	-1.2287889	-1.3512595	-1.0157427	-2.2711172	-0.9971852	0.4155141	-1.3768898	1.8782089	0.9438764
115	-1.5836383	-1.9967829	-2.4795702	2.1797628	-0.13052072	3.0667572	-2.2751327	-1.0833513	1.13884	-2.0876963	-0.6035243	-0.8133935	1.6478919	-2.8060198	-1.4429157	-2.5025918
116	0.18468225	-0.9282926	-0.9602128	-2.7005296	-1.7964076	-1.34639	-0.8965854	-0.39282033	1.686288	-1.547014	-3.3736014	0.6929261	1.1365678	-1.2073679	-0.24015047	-2.1864429
117	-0.41023925	-2.0530455	-0.81767297	-1.9270452	0.41829357	-3.0993261	2.9217546	-1.7538528	1.324938	1.1525165	-1.5687008	-1.466714	3.4662924	1.4855168	-1.9912941	-2.2622101
118	-2.6982281	-1.7176652	-0.26167342	-0.7180121	-1.854415	-1.2610395	0.23092005	1.1029975	1.953577	1.378922	2.3754902	-1.3423682	-2.7503953	-0.63707674	0.75609493	2.0878193
119	0.13789514	2.349908	-1.3513747	0.2687724	-1.6916388	0.5615013	2.9673245	1.9339988	-1.2496202	0.316113	1.3480637	-1.5708249	2.2323508	0.005823818	-0.3787237	-2.0335639
120	-2.8063467	-2.988145	-0.45356196	-2.338354	0.40880513	-1.3833205	2.4082181	-0.2283026	-0.23183808	-2.3837214	1.2214047	-3.6340263	-1.5705166	-0.14566022	-0.02903697	2.5742645
121	-2.0247061	-1.2103741	-0.6621685	-2.0797944	-1.5363619	-2.3744395	-1.7488649	-1.5046513	-3.1759858	-2.2224	-4.551034	0.03261508	1.2413266	-1.4797932	-2.8516982	-1.2458681
122	2.078899	0.015983634	-3.2223747	2.020874	1.2273321	1.9779433	2.1337652	-0.3629439	0.63753384	0.24790508	-0.0019781021	2.4886315	-3.4647875	1.1600932	-1.3036827	-0.115830205
